url,path,template,http_status,indexability,canonical,title,title_length,meta_description,meta_description_length,h1,main_intent,main_cta,word_count,internal_links_in,internal_links_out,schema_detected,render_mode,page_speed_concern,conversion_relevance,content_gap,recommended_action,priority
https://www.sotyn.ai/construction-erp-implementation,/construction-erp-implementation,workflow/problem page,200,indexable,https://www.sotyn.ai/construction-erp-implementation,Construction ERP Implementation & Data Migration | sotyn.ai India,65,"What it takes to move a contracting business off Excel: masters cleaned, live projects and BOQs migrated, opening balances entered, role-based training and go-live acceptance criteria — with the one-time onboarding fee stated up front.",235,Construction ERP implementation — what it takes to move off Excel.,informational,Discuss migration from Excel -> /demo?from=implementation,942,0,7,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 36KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",medium,no FAQ schema despite how-long/how-much intent,improve,P2
https://www.sotyn.ai/construction-procurement-software,/construction-procurement-software,category,200,indexable,https://www.sotyn.ai/construction-procurement-software,"Construction Procurement Software — indent, approval & PO | sotyn.ai India",74,"Procurement software for Indian EPC, MEP and solar contractors: site indents, RFQ rate comparison, L1/L2 purchase approvals, POs, receiving and debit notes — with stock per site. See a worked example, then book a demo.",218,Construction procurement software — indent to purchase order to receipt.,commercial,See procurement approvals -> /demo?from=procurement,884,3,7,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 35KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,no FAQ schema,improve,P2
https://www.sotyn.ai/demo,/demo,demo,200,indexable,https://www.sotyn.ai/demo,"Book a free demo — see sotyn.ai on your own numbers | AI construction platform, India",85,"Book a free 20-minute demo of sotyn.ai — the AI construction operating system for Indian EPC, MEP & solar contractors. See your real margin, cash, DPR, BOQ and RA billing on your own projects. No slides, no obligation.",218,See exactly where your projects leak time and money.,transactional,Book my free demo -> #demo,473,22,1,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem; FAQPage; Question; Answer,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 35KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,no gap identified,keep,P3
https://www.sotyn.ai/epc-erp-software,/epc-erp-software,category,200,indexable,https://www.sotyn.ai/epc-erp-software,EPC ERP Software for EPC & Turnkey Contractors | sotyn.ai,57,"sotyn.ai is the AI ERP built only for EPC contractors — engineering & quotation, procurement, site execution, EPC billing (RA/MB/T&C), payroll and an owner's War Room. Built and run by a 14-year EPC company. Book a free demo.",225,The ERP built only for EPC contractors.,commercial,Book a free demo -> /#demo,415,0,2,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 31KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,orphan: 0 internal links in sitewide; head-term overlap with /platform,differentiate,P0
https://www.sotyn.ai/features,/features,category,200,indexable,https://www.sotyn.ai/features,Features — every module from lead to cash | sotyn.ai,52,"sotyn.ai's modules in detail: CRM & AI quotations, finance & cash, procurement & inventory, site execution (DPR, snags, Gantt), HR & sub-contractor labour, and the owner's control tower. The all-in-one ERP for Indian contractors.",229,One system for the entire job — quote to cash.,commercial,Book a free demo -> /#demo,668,0,1,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 37KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,only 1 internal link out; no module deep-links; no breadcrumb schema,improve,P2
https://www.sotyn.ai/material-reconciliation,/material-reconciliation,workflow/problem page,200,indexable,https://www.sotyn.ai/material-reconciliation,Material Reconciliation Software — BOQ vs actual consumption | sotyn.ai India,77,"Stop material leakage with live BOQ-vs-consumed tracking, per site and per line item, for Indian EPC, MEP & solar contractors. sotyn.ai flags over-consumption the same day. Built inside a live 535+ project company. Book a demo.",227,"Know what you consumed vs what you quoted — per line, per site.",commercial,See BOQ vs actual consumption -> /demo?from=material-reconciliation,364,4,7,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem; FAQPage; Question; Answer,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 28KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,"thin: 364 words, no worked example",improve,P2
https://www.sotyn.ai/platform,/platform,category,200,indexable,https://www.sotyn.ai/platform,Construction Project Management Software for Indian Contractors | sotyn.ai,74,"sotyn.ai is the AI construction operating system for Indian EPC, MEP & solar companies. Connect projects, procurement, DPR, BOQ, RA billing and finance in one platform — reduce delays, protect margins and get paid faster. Built inside a live 535+ project EPC company.",267,Run the whole build on one system — not ten apps that don't talk.,commercial,Book a free demo -> /demo,488,6,9,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 35KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,no FAQ schema; head-term overlap with /epc-erp-software and home,differentiate,P1
https://www.sotyn.ai/pricing,/pricing,pricing,200,indexable,https://www.sotyn.ai/pricing,"Pricing — from ₹6,000/mo, unlimited site users | sotyn.ai",57,"Simple per-company sotyn.ai pricing for EPC contractors: Starter ₹72,000/yr, Growth ₹1,50,000/yr, Enterprise custom — unlimited site users, all 14 module groups, and a 30-day money-back guarantee. Launch offer: the first 25 contractors get 40% off year 1. Book a free demo.",273,Priced so the only reason to say no is if you like losing money.,transactional,Claim your launch seat -> /webinar,801,3,4,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; FAQPage; Question; Answer,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 43KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,only 3 internal links in for a money page,improve,P1
https://www.sotyn.ai/ra-billing-software,/ra-billing-software,category,200,indexable,https://www.sotyn.ai/ra-billing-software,"RA Billing Software for Contractors — bill faster, collect sooner | sotyn.ai India",82,"Speed up Running Account (RA) billing for Indian construction & EPC contractors. sotyn.ai makes bills billing-ready on DPR approval with GST, TDS & retention computed automatically. Built inside a live 535+ project company. Book a demo.",236,Raise RA bills the day work is approved — not weeks later.,commercial,See the RA billing workflow -> /demo?from=ra-billing,373,6,7,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem; FAQPage; Question; Answer,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 28KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,"thin: 373 words, no worked example",improve,P2
https://www.sotyn.ai/reduce-project-delays,/reduce-project-delays,workflow/problem page,200,indexable,https://www.sotyn.ai/reduce-project-delays,Reduce construction project delays — real-time site & DPR visibility | sotyn.ai India,85,"Cut project delays with real-time daily progress reports across every site. sotyn.ai flags slippage the same day for Indian EPC, MEP & solar contractors — built inside a live 535+ project company. Book a free demo.",214,Stop finding out about delays at month-end.,informational,Book a free demo -> /demo,393,4,6,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem; FAQPage; Question; Answer,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 28KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",medium,"thin: 393 words, no worked example",improve,P2
https://www.sotyn.ai/resources,/resources,resources hub,200,indexable,https://www.sotyn.ai/resources,"Free Resources for EPC & Construction Contractors — checklists, templates, calculators | sotyn.ai",97,"Free, practical resources for Indian EPC, MEP & solar contractors: the margin leakage checklist, cash-flow control template, tender rate analysis framework, profit-leak scorecard and 10 calculators. No sign-up to use.",217,Practical tools for contractors who want to keep their margin.,informational,Book a free demo -> /#demo,291,3,6,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 28KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",medium,"thin hub: 291 words, only 3 resources listed",improve,P2
https://www.sotyn.ai/resources/cash-flow-control-template,/resources/cash-flow-control-template,resource page,200,indexable,https://www.sotyn.ai/resources/cash-flow-control-template,Cash-Flow Control Template for Contractors (Free) | sotyn.ai India,66,"A free, interactive cash-flow control template for Indian construction & EPC contractors. Model monthly inflows, outflows, retention and EMIs, and see your runway and cash gaps live. No sign-up to use.",201,Cash-Flow Control Template.,informational,See cash stuck in receivables → -> /tools/cash-stuck,326,1,6,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 34KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",medium,thin: 326 words; only 1 internal link in,improve,P2
https://www.sotyn.ai/resources/epc-margin-leakage-checklist,/resources/epc-margin-leakage-checklist,resource page,200,indexable,https://www.sotyn.ai/resources/epc-margin-leakage-checklist,EPC Margin Leakage Checklist (India) — 24 checks | sotyn.ai,59,"A free, India-specific checklist of 24 controls that stop EPC margin leaking across quoting, procurement, labour, execution, billing and cash. Score your business live, then get the full checklist. No sign-up to use.",216,The EPC Margin Leakage Checklist.,informational,Put a ₹ figure on it → -> /tools/profit-leak,558,1,5,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 44KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",medium,only 1 internal link in; no FAQ,improve,P2
https://www.sotyn.ai/resources/tender-rate-analysis,/resources/tender-rate-analysis,resource page,200,indexable,https://www.sotyn.ai/resources/tender-rate-analysis,Tender Rate Analysis Framework for Contractors (+ free analyzer) | sotyn.ai India,81,"A free framework and live analyzer to judge tender rates for Indian EPC contractors: build true cost, load overhead, find your break-even and target rate, and see if a rate is healthy, thin or loss-making. No sign-up.",217,Is that tender rate actually profitable?,informational,Quote margin calculator → -> /tools/quote-margin,423,1,4,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 34KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",medium,only 1 internal link in; no worked example,improve,P2
https://www.sotyn.ai/scorecard,/scorecard,scorecard,200,indexable,https://www.sotyn.ai/scorecard,EPC Profit Leak Scorecard — find where your money goes in 2 minutes | sotyn.ai,78,"Answer 7 quick questions and get your EPC Profit Leak Score — an estimate of how much your contracting business is leaking every year, and exactly where. Free, 2 minutes.",170,What's your EPC Profit Leak Score?,informational,Send me my leak breakdown -> (form submit),424,3,0,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 37KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,dead end: 0 internal links out,improve,P1
https://www.sotyn.ai/social-kit,/social-kit,utility,200,"noindex, nofollow",(none),Social media kit — sotyn.ai,27,Downloadable on-brand images for sotyn.ai social posts and ads.,63,sotyn.ai image kit,navigational,Download -> /images/social/motiv-01.png,331,0,32,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer,static HTML (Astro SSG) - H1 and body copy present in raw response,medium: 12 of 34 img without width/height (CLS); 1 render-blocking third-party CSS (Google Fonts),low,12 images without width/height attributes,improve,P3
https://www.sotyn.ai/solutions/civil-contractors,/solutions/civil-contractors,solutions template,200,indexable,https://www.sotyn.ai/solutions/civil-contractors,ERP Software for Civil Contractors in India | sotyn.ai,54,"Built for labour-heavy civil sites — geofenced attendance to payroll, material reconciliation, RA/MB billing and a ₹/day War Room. The AI ERP for Indian civil contractors.",171,Built for labour-heavy civil sites.,commercial,Book a free demo -> /#demo,244,1,1,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 26KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,thin: <300 words; only 1 internal link out; no FAQ,improve,P1
https://www.sotyn.ai/solutions/industrial-epc,/solutions/industrial-epc,solutions template,200,indexable,https://www.sotyn.ai/solutions/industrial-epc,ERP for Industrial & Turnkey EPC Contractors | sotyn.ai,55,"One console for turnkey EPC — engineering, quotation, procurement, site, billing and collection across every trade and site, with an owner's War Room. Built by a live EPC company.",179,One console for turnkey EPC.,commercial,Book a free demo -> /#demo,250,1,1,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 26KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,thin: <300 words; only 1 internal link out; no FAQ,improve,P1
https://www.sotyn.ai/solutions/mep-contractors,/solutions/mep-contractors,solutions template,200,indexable,https://www.sotyn.ai/solutions/mep-contractors,ERP Software for MEP Contractors | sotyn.ai,43,"The AI ERP built for MEP contractors — AI BOQ quoting, RA/MB billing that matches your measurement book, multi-trade site execution and a live owner's War Room. Book a demo.",173,The ERP built for MEP contractors.,commercial,Book a free demo -> /#demo,265,1,1,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 26KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,thin: <300 words; only 1 internal link out; no FAQ,improve,P1
https://www.sotyn.ai/solutions/solar-epc,/solutions/solar-epc,solutions template,200,indexable,https://www.sotyn.ai/solutions/solar-epc,ERP Software for Solar EPC Companies | sotyn.ai,47,"Run your solar EPC business end-to-end on sotyn.ai — kW-based estimation, module & inverter procurement, installation, commissioning and RA billing in one AI ERP. Book a demo.",175,Run your solar EPC business end-to-end.,commercial,Book a free demo -> /#demo,239,1,1,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 26KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,thin: <300 words; only 1 internal link out; no FAQ,improve,P1
https://www.sotyn.ai/subcontractor-billing-software,/subcontractor-billing-software,category,200,indexable,https://www.sotyn.ai/subcontractor-billing-software,Subcontractor Billing Software for Contractors | sotyn.ai India,63,"Check subcontractor bills before you pay: measured quantity against the agreed rate master, advances and material recovered, retention and TDS applied by rule, certification recorded. Built for Indian EPC, MEP and civil contractors.",232,Subcontractor billing software — check the bill before you pay it.,commercial,See the bill-checking workflow -> /demo?from=subcontractor-billing,829,3,7,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 35KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",high,no FAQ schema,improve,P2
https://www.sotyn.ai/thank-you,/thank-you,utility,200,"noindex, nofollow",(none),Thank you — we’ll be in touch | sotyn.ai,40,Your sotyn.ai demo request has been received.,45,Got it. Thank you!,navigational,Message us now on WhatsApp -> https://wa.me/917009987817?text=Hi%20sotyn.ai%2C%20I%20just%20requested%20a%20demo%20on%20your%20website.,108,0,1,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 19KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",low,"thin: 108 words (by design, noindex)",no action,P3
https://www.sotyn.ai/tools,/tools,tools hub,200,indexable,https://www.sotyn.ai/tools,"10 Free Calculators for Construction & EPC Contractors — margin, cash, BOQ, GST, RA bill | sotyn.ai",99,"10 free calculators for Indian construction & EPC contractors: quote margin, profit leak, cash stuck, material wastage, labour leak, delay cost, retention, GST, RA bill net-payable and ROI. No sign-up — instant answers on your own numbers.",239,Find your money leaks in 30 seconds.,informational,Book a demo on your numbers -> /demo,733,14,12,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem,static HTML (Astro SSG) - H1 and body copy present in raw response,medium: 61KB HTML; 1 render-blocking third-party CSS (Google Fonts),medium,no gap identified,keep,P3
https://www.sotyn.ai/tools/cash-stuck,/tools/cash-stuck,calculator template,200,indexable,https://www.sotyn.ai/tools/cash-stuck,Cash-Stuck Calculator — receivables & retention locked up | sotyn.ai,68,Free calculator to see how much working capital is locked in receivables and retention for your construction business. Built for Indian contractors. No sign-up.,160,Cash-Stuck Calculator,informational,Book a demo on your numbers -> /demo,325,11,12,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem; FAQPage; Question; Answer,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 38KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",medium,thin: 325 words; calculator formula/assumptions not explained,improve,P2
https://www.sotyn.ai/tools/delay-cost,/tools/delay-cost,calculator template,200,indexable,https://www.sotyn.ai/tools/delay-cost,Project Delay Cost Calculator for Construction | sotyn.ai India,63,Free project delay cost calculator for Indian construction & EPC contractors. See what every extra day on site burns in overhead. No sign-up.,141,Project Delay Cost Calculator,informational,Book a demo on your numbers -> /demo,297,10,12,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem; FAQPage; Question; Answer,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 38KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",medium,thin: 297 words; calculator formula/assumptions not explained,improve,P2
https://www.sotyn.ai/tools/erp-roi,/tools/erp-roi,calculator template,200,indexable,https://www.sotyn.ai/tools/erp-roi,Construction Software ROI & Payback Calculator | sotyn.ai India,63,Free ROI calculator: see what recovering part of your profit leak is worth and how fast sotyn.ai pays for itself. Built for Indian EPC & construction firms. No sign-up.,168,Sotyn ROI & Payback Calculator,informational,Book a demo on your numbers -> /demo,329,11,12,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem; FAQPage; Question; Answer,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 38KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",medium,thin: 329 words; calculator formula/assumptions not explained,improve,P2
https://www.sotyn.ai/tools/gst,/tools/gst,calculator template,200,indexable,https://www.sotyn.ai/tools/gst,Construction GST Calculator (18% / 12% / 5%) | sotyn.ai India,61,"Free GST calculator for Indian construction & works-contract billing. Add or remove GST at 18%, 12% or 5% instantly. Built for contractors. No sign-up.",151,Construction GST Calculator,informational,Book a demo on your numbers -> /demo,318,10,12,Organization; Person; PostalAddress; Country; ContactPoint; SoftwareApplication; AggregateOffer; BreadcrumbList; ListItem; FAQPage; Question; Answer,static HTML (Astro SSG) - H1 and body copy present in raw response,"low: 38KB HTML, 2 img all sized, below-fold img lazy; 1 render-blocking third-party CSS (Google Fonts)",medium,thin: 318 words; calculator formula/assumptions not explained,improve,P2
